snapped_at,price,market_cap,total_volume
1405900800,0.006039,49837451.400000006,143147
1405987200,0.006024,49713662.40000001,103330.99999999997
1406073600,0.006159,50827767.56964298,160222.99999999997
1406160000,0.00607,50093286.10938999,124428.99999999999
1406246400,0.005094,42038747.85,468780
1406332800,0.005208,42979544.33,549848
1406419200,0.005341,44077140.22,406580
1406505600,0.005297,43714025.79,220806
1406592000,0.005219,43070322.93,71143.00000000003
1406678400,0.004947,40825615.55,341431
1406764800,0.005104,42121273.86,256642.00000000003
1406851200,0.005258,43392174.36,203670.99999999997
1406937600,0.005343,44093645.41721101,222282
1407024000,0.005461,45067452.297097005,192128.00000000003
1407110400,0.005243,43268385.349511005,320807
1407196800,0.004974,41048435.77,259715.99999999997
1407283200,0.005219,43070322.93,263952
1407369600,0.005045,41634370.41546499,298592
1407456000,0.004969,41007172.76401299,289443
1407542400,0.005231,43169354.14,665609
1407628800,0.00542,44729095.66933999,302191
1407715200,0.00543,44811621.676110014,90692.00000000004
1407801600,0.005166,42632935.09738197,114249.00000000003
1407888000,0.004977,41073193.56942901,500361.99999999994
1407974400,0.005041,41601360.01275699,176131
1408060800,0.005271,43499458.16846699,190844.00000000006
1408147200,0.005125,42294578.47,152099
1408233600,0.005106,42137779.06,164398
1408320000,0.005013,41370287.193800986,104533
1408406400,0.005152,42517398.68790401,85274.99999999997
1408492800,0.004952,40866878.55,288124
1408579200,0.004835,140163034.78347003,457135
1408665600,0.005008,145178175.42825598,165130.99999999997
1408752000,0.005053,146482691.78094596,360393
1408838400,0.005015,145381100.2,175418
1408924800,0.004958,143728712.8,138278.00000000003
1409011200,0.004896,141931379.1726721,111074.00000000001
1409097600,0.005024,145642003.5,267053
1409184000,0.004643,134597098.3,232178
1409270400,0.004777,138481658.15111405,192231.00000000003
1409356800,0.004813,139525271.2,125089.00000000001
1409443200,0.004873,141264626.37018603,115886
1409529600,0.004798,139090432.4,73490.00000000001
1409616000,0.00471,136539378.24821997,88091.99999999999
1409702400,0.004706,136423421.2,107536
1409788800,0.004725,136974217.03244993,180729
1409875200,0.004747,137611980.6,160930
1409961600,0.004746,137582991.3,110880.00000000003
1410048000,0.004696,136133528.7,190686.99999999997
1410134400,0.004713,136626346,126120.00000000001
1410220800,0.005166,149758477.3,565821
1410307200,0.005053,146482691.78094602,343049.99999999994
1410393600,0.005109,148106089.90873793,585082
1410480000,0.005449,157962435.6846179,1291969.9999999998
1410566400,0.005167,149787466.5,495261.0000000002
1410652800,0.004943,143293874,409000.0000000001
1410739200,0.004787,138771550.7,324116
1410825600,0.004564,132306947.41504797,307979
1410912000,0.004653,134886990.9,253584.99999999997
1410998400,0.004595,133205614.23578994,325619
1411084800,0.004629,134191248.8,328371
1411171200,0.004699,136220496.47311795,756185.9999999999
1411257600,0.004606,133524496.01089197,499112.0000000001
1411344000,0.004716,136713313.76191202,224461
1411430400,0.005276,152947295.03983197,461427.99999999994
1411516800,0.004702,136307464.22996393,130082.99999999999
1411603200,0.004654,134915980.12042794,109635
1411689600,0.00477,138278733.38514006,63133.00000000001
1411776000,0.004876,141351594.1,212276
1411862400,0.004986,144540411.87805197,252266.00000000003
1411948800,0.004941,143235895.5,176390
1412035200,0.004798,139090432.44903594,181467
1412121600,0.004709,136510389,198119
1412208000,0.004772,138336711.88970402,145280
1412294400,0.004787,138771550.7,398199.0000000001
1412380800,0.004821,139757185.3,213886.00000000003
1412467200,0.004866,141061701.60421196,140376
1412553600,0.004758,137930862.35775596,260383
1412640000,0.004837,140221013.28803405,274086
1412726400,0.004806,139322346.46729207,459959.0000000002
1412812800,0.004873,141264626.37018603,237256.00000000003
1412899200,0.004825,139873142.26065004,235615
1412985600,0.004849,140568884.31541803,120958.99999999999
1413072000,0.004903,142134303.93864596,245970.99999999997
1413158400,0.004967,143989616.08469403,67759
1413244800,0.004946,143380841.78677198,56704.00000000001
1413331200,0.005082,147323380.1,294752
1413417600,0.005214,151149961.39834794,143073
1413504000,0.005187,150367251.58673397,108689.99999999999
1413590400,0.005148,149236670.74773604,379000.9999999998
1413676800,0.005076,147149444.58343202,282232
1413763200,0.004717,136742303,257875
1413849600,0.004544,131727162.36940797,438453.9999999999
1413936000,0.004897,141960368.4,295672
1414022400,0.004792,138916496.93534398,277509
1414108800,0.004782,138626604.41252404,348101.99999999994
1414195200,0.004891,141786432.9,218834
1414281600,0.004866,141061701.60421202,153508.00000000003
1414368000,0.004659,135060926.4,187547.00000000003
1414454400,0.004669,135350818.9,122041.00000000001
1414540800,0.004809,139409314.2,210558
1414627200,0.004805,139293357.21501005,267198
1414713600,0.004865,141032712.4,307053
1414800000,0.004878,141409572.6,414101.0000000001
1414886400,0.004874,141293615.62246805,434943.0000000001
1414972800,0.004907,142250260.9,148730
1415059200,0.004935,143061960.01167002,187184.00000000003
1415145600,0.004899,142018346.9,577674.0000000002
1415232000,0.004896,141931379.2,796923.9999999999
1415318400,0.005082,147323380.09712395,427819.9999999998
1415404800,0.005043,146192799.25812593,501328.0000000001
1415491200,0.005187,150367251.58673397,318292.99999999994
1415577600,0.005072,147033487.57430398,118027.99999999999
1415664000,0.005182,150222305.32532406,75540.00000000003
1415750400,0.00534,154802607.2,432274.0000000001
1415836800,0.005433,157498607.64810604,457636.9999999999
1415923200,0.005691,164977834.73686197,428109.0000000002
1416009600,0.006075,176109707.6,932055
1416096000,0.006587,190952204.8,722162.0000000001
1416182400,0.007656,221941715.5,1115380
1416268800,0.008583,265054716.81101397,1281590
1416355200,0.008616,266073801.70612797,849567.0000000001
1416441600,0.009736,300660925.4,2617110
1416528000,0.010936,337718558,2329900
1416614400,0.013901,429281791.7,5109100
1416700800,0.015121,466957051.5,2925480
1416787200,0.014033,433358131.3,1865340
1416873600,0.011226,346674152.5,2849490.0000000005
1416960000,0.012432,383917073.2,3370569.9999999995
1417046400,0.013201,407664839.4,2254299.9999999995
1417132800,0.013126,405348737.4,1078100
1417219200,0.013321,411370602.7,2375070
1417305600,0.013784,425668672.6,1355660
1417392000,0.01441,445000404.2,1388010
1417478400,0.014762,455870643.1,927939.0000000002
1417564800,0.013416,414304331.9,2557320
1417651200,0.015038,464393898.6,1618900.0000000002
1417737600,0.015915,491476851.7,1108200
1417824000,0.016374,505651396.1,1620910
1417910400,0.016374,505651396.1,1620909.9999999998
1417996800,0.016939,523099364.8,1302090
1418083200,0.01718,530541772.7,445227.0000000001
1418169600,0.018197,561948116.3,2622570
1418256000,0.021603,667130030,6289370
1418342400,0.025616,791056929.5,5801780
1418428800,0.027913,861991414.5,4089429.9999999986
1418515200,0.023456,724353190.9,6299219.999999998
1418601600,0.022696,700883357,5339690
1418688000,0.022696,700883357,5339690.000000002
1418774400,0.025517,790467544.9,2087159.9999999998
1418860800,0.024015,743938475.9,2744640
1418947200,0.023273,720952744.1,1549510
1419033600,0.024096,746447700,1205890
1419120000,0.02534,784984425.6,2017660.0000000002
1419206400,0.024209,749948222.5,751102.0000000001
1419292800,0.023713,734583097.2,1101280
1419379200,0.024253,751311257.8,1175130
1419465600,0.024235,750753652.5,801162
1419552000,0.024338,753944394.2,590681
1419638400,0.024376,755121561.0751997,433245
1419724800,0.024316,753262876.6,447890.9999999999
1419811200,0.02227,689881734.7,2145220
1419897600,0.018855,584091607.9,3773380.0000000014
1419984000,0.02023,626686461.3,3062829.9999999986
1420070400,0.02068,640626595.1,1781430
1420156800,0.02083,645273306.4,767827
1420243200,0.020683,640719529.4,841536.0000000001
1420329600,0.020576,637404875.3,1092299.9999999998
1420416000,0.019306,598062719.8,1631870
1420502400,0.018835,583472046.4,560386.9999999998
1420588800,0.018523,573806886.9,541172.0000000001
1420675200,0.01563,484187315.4,3061580.0000000005
1420761600,0.014167,438866391.4,1867540.0000000002
1420848000,0.016491,510859438.1,2312720.000000001
1420934400,0.016426,508845863.2,1690220.0000000002
1421020800,0.015384,476566708.9,761594
1421107200,0.015636,484373183.8,1156409.9999999998
1421193600,0.015999,495618225.1,1083590
1421280000,0.016109,499025813.4,1037420.0000000001
1421366400,0.016707,517550702.4,1112600
1421452800,0.016985,526162607.3,1157600
1421539200,0.016724,518077329.6,1070460
1421625600,0.016754,519006671.9,943232.0000000001
1421712000,0.016536,512253451.5,896470.0000000001
1421798400,0.015957,494317146,3059139.9999999995
1421884800,0.015807,489670434.7,1331190
1421971200,0.014986,464237434.9,1301450
1422057600,0.014684,454882056.2,1082339.9999999998
1422144000,0.014479,448531550.8,852954.0000000001
1422230400,0.014409,446363085.6,519001.99999999994
1422316800,0.014154,438463676.4,883401.0000000001
1422403200,0.01374,425638753.2,1465150.0000000002
1422489600,0.01303,403644319.9,1285370
1422576000,0.013472,417336629.1,642894
1422662400,0.014311,443327234.2,1106029.9999999998
1422748800,0.015242,486350143.3,1867760
1422835200,0.014572,464971413.7,532315
1422921600,0.014452,461142387.5,472919.9999999999
1423008000,0.014005,446879265,608469.0000000001
1423094400,0.013651,435583637.7,808431.9999999999
1423180800,0.013761,439093578.4,437298.99999999994
1423267200,0.014057,448538509.7,585122
1423353600,0.014568,464843779.5,980751.0000000001
1423440000,0.015,478628273.8,816914.0000000001
1423526400,0.013711,437498150.8,1140340
1423612800,0.01379,440018926.4,403599.00000000006
1423699200,0.013988,446336819.6,423183.99999999994
1423785600,0.013767,439285029.7,402139.99999999994
1423872000,0.01377,439380755.4,296507.00000000006
1423958400,0.013504,430893080.6,1034010
1424044800,0.013278,423681748,333173.99999999994
1424131200,0.013132,419023099.4,594182.0000000001
1424217600,0.013333,425436718.3,432861.00000000006
1424304000,0.013398,427510774.2,611327.0000000001
1424390400,0.013413,427989402.4,483777
1424476800,0.013293,424160376.2,863495
1424563200,0.013434,428659482,980864.0000000001
1424649600,0.013025,415608884.4,530067.9999999999
1424736000,0.012271,391549836.5,1541400
1424822400,0.012145,387529359,1246390.0000000002
1424908800,0.010593,338007287,3050010.0000000014
1424995200,0.009903,315990386.4,3043820
1425081600,0.011531,367937508.3,3093860.0000000005
1425168000,0.010873,346941681.4,986762.9999999999
1425254400,0.010579,337560567.2,1136159.9999999998
1425340800,0.010461,333795358.2,1370390
1425427200,0.010688,341038599.4,2114810
1425513600,0.010113,322691182.2,1657920.0000000002
1425600000,0.010081,321670108.5,1233900
1425686400,0.010354,330381143.1,682560.0000000001
1425772800,0.010539,336284225.2,696782
1425859200,0.011083,353642477.2,795320.0000000001
1425945600,0.010828,345505796.6,409911.9999999998
1426032000,0.010973,350132536.6,858077.9999999999
1426118400,0.010917,348345657.7,791118.9999999999
1426204800,0.010557,336858579.1,1627629.9999999998
1426291200,0.010491,334752614.7,2781010.0000000014
1426377600,0.010441,333157187.1,473002.00000000006
1426464000,0.010182,324892872.3,395303.99999999994
1426550400,0.010197,325371500.5,306336.99999999994
1426636800,0.010298,328594264.2,652545
1426723200,0.009801,312735714.10418695,627596.0000000001
1426809600,0.009135,291484618.7,1141160
1426896000,0.008749,279167917.8,614812
1426982400,0.008933,285039091.3,469718
1427068800,0.008869,282996944.0251029,410183
1427155200,0.008869,282996944,410183.00000000006
1427241600,0.008869,282996944.0251031,410182.99999999994
1427328000,0.008869,282996944.0251029,410183.00000000006
1427414400,0.007641,243813242.67626706,725414
1427500800,0.007909,252364734.50158298,385165
1427587200,0.008722,278306386.9,1008220
1427673600,0.008848,282326864.4,303696.99999999994
1427760000,0.008715695,278105201,195218.47064756646
1427846400,0.008788328,280422816.39906555,455711.4616083313
1427932800,0.009064408,289232142.5257182,975135.9998169838
1428019200,0.009189533,293224695.6406237,870230.0105
1428105600,0.008886663,283560530.7044646,705618.2752189654
1428192000,0.008442744,269395739.1258977,529357.2168632427
1428278400,0.008387972,267648051,291629.27899655263
1428364800,0.008594057,274223910.6920947,199152.21485905632
1428451200,0.008228402,262556376.77077368,350339.02003519516
1428537600,0.008136352,259619218.59819257,576876.9918
1428624000,0.007900817,252103635.05227554,364410.9240620249
1428710400,0.008050477,256879071.93314448,258195.45924385436
1428796800,0.008050149,256868602.18659446,277507.10377971444
1428883200,0.007861143,250837686.9147055,181624.33430733008
1428969600,0.007762747,247698001.7745728,227824.29629224056
1429056000,0.007933352,253141762.36150452,672612.4775347251
1429142400,0.007952694,253758961.8872989,637786.2103424026
1429228800,0.008031616,256277248.25650558,623316.0719842911
1429315200,0.008020194,255912772.15406838,369870.03604514967
1429401600,0.008080149,257825840.7576974,428945.4964011491
1429488000,0.008073029,257598652.92649183,287289.59217455995
1429574400,0.007717863,246265823.9089196,498330.33309352683
1429660800,0.007758476,247561734.81113186,787016.9210178633
1429747200,0.007611468,242870912.43878052,581629.4462958049
1429833600,0.007852324,250556279.73993653,544565.5318157672
1429920000,0.00802729,256139195.12071264,583316.9814553239
